ID	Speaker	CB	Text
799	CLINTON	0.63	And every day that goes by, we see the results of the regime by Assad in partnership with the Iranians on the ground, the Russians in the air, bombarding places, in particular Aleppo, where there are hundreds of thousands of people, probably about 250,000 still left.
800	CLINTON	0.38	And there is a determined effort by the Russian air force to destroy Aleppo in order to eliminate the last of the Syrian rebels who are really holding out against the Assad regime.
801	CLINTON	0.47	Russia hasn't paid any attention to ISIS.
802	CLINTON	0.26	They're interested in keeping Assad in power.
803	CLINTON	0.29	So I, when I was secretary of state, advocated and I advocate today a no-fly zone and safe zones.
804	CLINTON	0.26	We need some leverage with the Russians, because they are not going to come to the negotiating table for a diplomatic resolution, unless there is some leverage over them.
805	CLINTON	0.23	And we have to work more closely with our partners and allies on the ground.
806	CLINTON	0.15	But I want to emphasize that what is at stake here is the ambitions and the aggressiveness of Russia.
807	CLINTON	0.35	Russia has decided that it's all in, in Syria.
808	CLINTON	0.14	And they've also decided who they want to see become president of the United States, too, and it's not me.
809	CLINTON	0.39	I've stood up to Russia.
810	CLINTON	0.2	I've taken on Putin and others, and I would do that as president.
811	CLINTON	0.17	I think wherever we can cooperate with Russia, that's fine.
812	CLINTON	0.41	And I did as secretary of state.
813	CLINTON	0.31	That's how we got a treaty reducing nuclear weapons.
814	CLINTON	0.4	It's how we got the sanctions on Iran that put a lid on the Iranian nuclear program without firing a single shot.
815	CLINTON	0.25	So I would go to the negotiating table with more leverage than we have now.
816	CLINTON	0.25	But I do support the effort to investigate for crimes, war crimes committed by the Syrians and the Russians and try to hold them accountable.
817	RADDATZ	0.25	Thank you, Secretary Clinton.
818	RADDATZ	0.3	Mr. Trump?
819	TRUMP	0.37	First of all, she was there as secretary of state with the so-called line in the sand, which...
820	CLINTON	0.33	No, I wasn't.
821	CLINTON	0.31	I was gone.
822	CLINTON	0.13	I hate to interrupt you, but at some point...
823	TRUMP	0.14	OK.
824	TRUMP	0.19	But you were in contact -- excuse me.
825	TRUMP	0.22	You were...
826	CLINTON	0.17	At some point, we need to do some fact-checking here.
827	TRUMP	0.2	You were in total contact with the White House, and perhaps, sadly, Obama probably still listened to you.
828	TRUMP	0.09	I don't think he would be listening to you very much anymore.
829	TRUMP	0.35	Obama draws the line in the sand.
830	TRUMP	0.35	It was laughed at all over the world what happened.
831	TRUMP	0.34	Now, with that being said, she talks tough against Russia.
832	TRUMP	0.29	But our nuclear program has fallen way behind, and they've gone wild with their nuclear program.
833	TRUMP	0.16	Not good.
834	TRUMP	0.14	Our government shouldn't have allowed that to happen.
835	TRUMP	0.27	Russia is new in terms of nuclear.
836	TRUMP	0.22	We are old.
837	TRUMP	0.23	We're tired.
838	TRUMP	0.29	We're exhausted in terms of nuclear.
839	TRUMP	0.13	A very bad thing.
840	TRUMP	0.27	Now, she talks tough, she talks really tough against Putin and against Assad.
841	TRUMP	0.22	She talks in favor of the rebels.
842	TRUMP	0.18	She doesn't even know who the rebels are.
843	TRUMP	0.21	You know, every time we take rebels, whether it's in Iraq or anywhere else, we're arming people.
844	TRUMP	0.22	And you know what happens?
845	TRUMP	0.37	They end up being worse than the people.
846	TRUMP	0.19	Look at what she did in Libya with Gadhafi.
847	TRUMP	0.22	Gadhafi's out.
848	TRUMP	0.28	It's a mess.
849	TRUMP	0.19	And, by the way, ISIS has a good chunk of their oil.
850	TRUMP	0.15	I'm sure you probably have heard that.
851	TRUMP	0.22	It was a disaster.
852	TRUMP	0.36	Because the fact is, almost everything she's done in foreign policy has been a mistake and it's been a disaster.
853	TRUMP	0.15	But if you look at Russia, just take a look at Russia, and look at what they did this week, where I agree, she wasn't there, but possibly she's consulted.
854	TRUMP	0.34	We sign a peace treaty.
855	TRUMP	0.22	Everyone's all excited.
856	TRUMP	0.78	Well, what Russia did with Assad and, by the way, with Iran, who you made very powerful with the dumbest deal perhaps I've ever seen in the history of deal-making, the Iran deal, with the $150 billion, with the $1.7 billion in cash, which is enough to fill up this room.
857	TRUMP	0.19	But look at that deal.
858	TRUMP	0.41	Iran now and Russia are now against us.
859	TRUMP	0.12	So she wants to fight.
860	TRUMP	0.18	She wants to fight for rebels.
861	TRUMP	0.29	There's only one problem.
862	TRUMP	0.19	You don't even know who the rebels are.
863	TRUMP	0.18	So what's the purpose?
864	RADDATZ	0.31	Mr. Trump, Mr. Trump, your two minutes is up.
865	TRUMP	0.13	And one thing I have to say.
866	RADDATZ	0.26	Your two minutes is up.
867	TRUMP	0.31	I don't like Assad at all, but Assad is killing ISIS.
868	TRUMP	0.4	Russia is killing ISIS.
869	TRUMP	0.49	And Iran is killing ISIS.
870	TRUMP	0.42	And those three have now lined up because of our weak foreign policy.
871	RADDATZ	0.14	Mr. Trump, let me repeat the question.
872	RADDATZ	0.16	If you were president...
873	SYSTEM	0.13	(LAUGHTER)
874	RADDATZ	0.33	... what would you do about Syria and the humanitarian crisis in Aleppo?
875	RADDATZ	0.3	And I want to remind you what your running mate said.
876	RADDATZ	0.58	He said provocations by Russia need to be met with American strength and that if Russia continues to be involved in air strikes along with the Syrian government forces of Assad, the United States of America should be prepared to use military force to strike the military targets of the Assad regime.
877	TRUMP	0.22	OK.
878	TRUMP	0.22	He and I haven't spoken, and I disagree.
879	TRUMP	0.12	I disagree.
880	RADDATZ	0.21	You disagree with your running mate?
881	TRUMP	0.11	I think you have to knock out ISIS.
882	TRUMP	0.19	Right now, Syria is fighting ISIS.
883	TRUMP	0.2	We have people that want to fight both at the same time.
884	TRUMP	0.26	But Syria is no longer Syria.
885	TRUMP	0.28	Syria is Russia and it's Iran, who she made strong and Kerry and Obama made into a very powerful nation and a very rich nation, very, very quickly, very, very quickly.
886	TRUMP	0.25	I believe we have to get ISIS.
887	TRUMP	0.14	We have to worry about ISIS before we can get too much more involved.
888	TRUMP	0.14	She had a chance to do something with Syria.
889	TRUMP	0.22	They had a chance.
890	TRUMP	0.21	And that was the line.
891	TRUMP	0.19	And she didn't.
892	RADDATZ	0.11	What do you think will happen if Aleppo falls?
893	TRUMP	0.23	I think Aleppo is a disaster, humanitarian-wise.
894	RADDATZ	0.14	What do you think will happen if it falls?
895	TRUMP	0.15	I think that it basically has fallen.
896	TRUMP	0.22	OK?
897	TRUMP	0.23	It basically has fallen.
898	TRUMP	0.08	Let me tell you something.
899	TRUMP	0.19	You take a look at Mosul.
900	TRUMP	0.41	The biggest problem I have with the stupidity of our foreign policy, we have Mosul.
901	TRUMP	0.23	They think a lot of the ISIS leaders are in Mosul.
902	TRUMP	0.41	So we have announcements coming out of Washington and coming out of Iraq, we will be attacking Mosul in three weeks or four weeks.
903	TRUMP	0.21	Well, all of these bad leaders from ISIS are leaving Mosul.
904	TRUMP	0.22	Why can't they do it quietly?
905	TRUMP	0.36	Why can't they do the attack, make it a sneak attack, and after the attack is made, inform the American public that we've knocked out the leaders, we've had a tremendous success?
906	TRUMP	0.24	People leave.
907	TRUMP	0.42	Why do they have to say we're going to be attacking Mosul within the next four to six weeks, which is what they're saying?
908	TRUMP	0.43	How stupid is our country?
909	RADDATZ	0.38	There are sometimes reasons the military does that.
910	RADDATZ	0.23	Psychological warfare.
911	TRUMP	0.08	I can't think of any.
912	TRUMP	0.08	I can't think of any.
913	TRUMP	0.21	And I'm pretty good at it.
914	RADDATZ	0.22	It might be to help get civilians out.
915	TRUMP	0.35	And we have General Flynn.
916	TRUMP	0.36	And we have -- look, I have 200 generals and admirals who endorsed me.
917	TRUMP	0.33	I have 21 Congressional Medal of Honor recipients who endorsed me.
918	TRUMP	0.12	We talk about it all the time.
919	TRUMP	0.11	They understand, why can't they do something secretively, where they go in and they knock out the leadership?
920	TRUMP	0.08	How -- why would these people stay there?
921	TRUMP	0.1	I've been reading now...
922	RADDATZ	0.16	Tell me what your strategy is.
923	TRUMP	0.23	... for weeks -- I've been reading now for weeks about Mosul, that it's the harbor of where -- you know, between Raqqa and Mosul, this is where they think the ISIS leaders are.
924	TRUMP	0.26	Why would they be saying -- they're not staying there anymore.
925	TRUMP	0.34	They're gone.
926	TRUMP	0.13	Because everybody's talking about how Iraq, which is us with our leadership, goes in to fight Mosul.
927	TRUMP	0.29	Now, with these 200 admirals and generals, they can't believe it.
928	TRUMP	0.16	All I say is this.
929	TRUMP	0.39	General George Patton, General Douglas MacArthur are spinning in their grave at the stupidity of what we're doing in the Middle East.
930	RADDATZ	0.21	I'm going to go to Secretary Clinton.
931	RADDATZ	0.29	Secretary Clinton, you want Assad to go.
932	RADDATZ	0.19	You advocated arming rebels, but it looks like that may be too late for Aleppo.
933	RADDATZ	0.18	You talk about diplomatic efforts.
934	RADDATZ	0.22	Those have failed.
935	RADDATZ	0.28	Cease-fires have failed.
936	RADDATZ	0.32	Would you introduce the threat of U.S. military force beyond a no-fly zone against the Assad regime to back up diplomacy?
937	CLINTON	0.25	I would not use American ground forces in Syria.
938	CLINTON	0.08	I think that would be a very serious mistake.
939	CLINTON	0.13	I don't think American troops should be holding territory, which is what they would have to do as an occupying force.
940	CLINTON	0.14	I don't think that is a smart strategy.
941	CLINTON	0.3	I do think the use of special forces, which we're using, the use of enablers and trainers in Iraq, which has had some positive effects, are very much in our interests, and so I do support what is happening, but let me just...
942	RADDATZ	0.4	But what would you do differently than President Obama is doing?
943	CLINTON	0.33	Well, Martha, I hope that by the time I -- if I'm fortunate...
944	TRUMP	0.19	Everything.
945	CLINTON	0.21	I hope by the time I am president that we will have pushed ISIS out of Iraq.
946	CLINTON	0.12	I do think that there is a good chance that we can take Mosul.
947	CLINTON	0.39	And, you know, Donald says he knows more about ISIS than the generals.
948	CLINTON	0.25	No, he doesn't.
949	CLINTON	0.19	There are a lot of very important planning going on, and some of it is to signal to the Sunnis in the area, as well as Kurdish Peshmerga fighters, that we all need to be in this.
950	CLINTON	0.18	And that takes a lot of planning and preparation.
951	CLINTON	0.14	I would go after Baghdadi.
952	CLINTON	0.33	I would specifically target Baghdadi, because I think our targeting of Al Qaida leaders -- and I was involved in a lot of those operations, highly classified ones -- made a difference.
953	CLINTON	0.09	So I think that could help.
954	CLINTON	0.28	I would also consider arming the Kurds.
955	CLINTON	0.36	The Kurds have been our best partners in Syria, as well as Iraq.
956	CLINTON	0.18	And I know there's a lot of concern about that in some circles, but I think they should have the equipment they need so that Kurdish and Arab fighters on the ground are the principal way that we take Raqqa after pushing ISIS out of Iraq.
957	RADDATZ	0.16	Thank you very much.
958	RADDATZ	0.15	We're going to move on...
959	TRUMP	0.15	You know what's funny?
960	TRUMP	0.23	She went over a minute over, and you don't stop her.
961	TRUMP	0.32	When I go one second over, it's like a big deal.
962	RADDATZ	0.28	You had many answers.
963	TRUMP	0.27	It's really -- it's really very interesting.
964	COOPER	0.25	We've got a question over here from James Carter.
965	COOPER	0.33	Mr. Carter?
966	QUESTION	0.17	My question is, do you believe you can be a devoted president to all the people in the United States?
967	COOPER	0.22	That question begins for Mr. Trump.
968	TRUMP	0.18	Absolutely.
969	TRUMP	0.15	I mean, she calls our people deplorable, a large group, and irredeemable.
970	TRUMP	0.13	I will be a president for all of our people.
971	TRUMP	0.11	And I'll be a president that will turn our inner cities around and will give strength to people and will give economics to people and will bring jobs back.
972	TRUMP	0.39	Because NAFTA, signed by her husband, is perhaps the greatest disaster trade deal in the history of the world.
973	TRUMP	0.22	Not in this country.
974	TRUMP	0.37	It stripped us of manufacturing jobs.
975	TRUMP	0.34	We lost our jobs.
976	TRUMP	0.31	We lost our money.
977	TRUMP	0.3	We lost our plants.
978	TRUMP	0.22	It is a disaster.
979	TRUMP	0.21	And now she wants to sign TPP, even though she says now she's for it.
980	TRUMP	0.2	She called it the gold standard.
981	TRUMP	0.27	And by the way, at the last debate, she lied, because it turned out that she did say the gold standard and she said she didn't say it.
982	TRUMP	0.26	They actually said that she lied.
983	TRUMP	0.33	OK?
984	TRUMP	0.18	And she lied.
985	TRUMP	0.16	But she's lied about a lot of things.
986	TRUMP	0.2	I would be a president for all of the people, African- Americans, the inner cities.
987	TRUMP	0.15	Devastating what's happening to our inner cities.
988	TRUMP	0.19	She's been talking about it for years.
989	TRUMP	0.18	As usual, she talks about it, nothing happens.
990	TRUMP	0.19	She doesn't get it done.
991	TRUMP	0.36	Same with the Latino Americans, the Hispanic Americans.
992	TRUMP	0.19	The same exact thing.
993	TRUMP	0.16	They talk, they don't get it done.
994	TRUMP	0.42	You go into the inner cities and -- you see it's 45 percent poverty.
995	TRUMP	0.58	African- Americans now 45 percent poverty in the inner cities.
996	TRUMP	0.16	The education is a disaster.
997	TRUMP	0.35	Jobs are essentially nonexistent.
998	TRUMP	0.62	I mean, it's -- you know, and I've been saying at big speeches where I have 20,000 and 30,000 people, what do you have to lose?
999	TRUMP	0.15	It can't get any worse.
1000	TRUMP	0.25	And she's been talking about the inner cities for 25 years.
1001	TRUMP	0.11	Nothing's going to ever happen.
1002	TRUMP	0.1	Let me tell you, if she's president of the United States, nothing's going to happen.
1003	TRUMP	0.08	It's just going to be talk.
1004	TRUMP	0.15	And all of her friends, the taxes we were talking about, and I would just get it by osmosis.
1005	TRUMP	0.18	She's not doing any me favors.
1006	TRUMP	0.2	But by doing all the others' favors, she's doing me favors.
1007	COOPER	0.17	Mr. Trump, thank you.
1008	TRUMP	0.07	But I will tell you, she's all talk.
1009	TRUMP	0.25	It doesn't get done.
1010	TRUMP	0.16	All you have to do is take a look at her Senate run.
1011	TRUMP	0.18	Take a look at upstate New York.
1012	COOPER	0.26	Your two minutes is up.
1013	COOPER	0.48	Secretary Clinton, two minutes?
1014	TRUMP	0.18	It turned out to be a disaster.
1015	COOPER	0.3	You have two minutes, Secretary Clinton.
1016	CLINTON	0.53	Well, 67 percent of the people voted to re-elect me when I ran for my second term, and I was very proud and very humbled by that.
1017	CLINTON	0.19	Mr. Carter, I have tried my entire life to do what I can to support children and families.
1018	CLINTON	0.34	You know, right out of law school, I went to work for the Children's Defense Fund.
1019	CLINTON	0.29	And Donald talks a lot about, you know, the 30 years I've been in public service.
1020	CLINTON	0.13	I'm proud of that.
1021	CLINTON	0.41	You know, I started off as a young lawyer working against discrimination against African-American children in schools and in the criminal justice system.
1022	CLINTON	0.14	I worked to make sure that kids with disabilities could get a public education, something that I care very much about.
1023	CLINTON	0.6	I have worked with Latinos -- one of my first jobs in politics was down in south Texas registering Latino citizens to be able to vote.
1024	CLINTON	0.16	So I have a deep devotion, to use your absolutely correct word, to making sure that an every American feels like he or she has a place in our country.
1025	CLINTON	0.15	And I think when you look at the letters that I get, a lot of people are worried that maybe they wouldn't have a place in Donald Trump's America.
1026	CLINTON	0.21	They write me, and one woman wrote me about her son, Felix.
1027	CLINTON	0.23	She adopted him from Ethiopia when he was a toddler.
1028	CLINTON	0.32	He's 10 years old now.
1029	CLINTON	0.35	This is the only one country he's ever known.
1030	CLINTON	0.41	And he listens to Donald on TV and he said to his mother one day, will he send me back to Ethiopia if he gets elected?
1031	CLINTON	0.16	You know, children listen to what is being said.
1032	CLINTON	0.19	To go back to the very, very first question.
1033	CLINTON	0.31	And there's a lot of fear -- in fact, teachers and parents are calling it the Trump effect.
1034	CLINTON	0.38	Bullying is up.
1035	CLINTON	0.2	A lot of people are feeling, you know, uneasy.
1036	CLINTON	0.26	A lot of kids are expressing their concerns.
1037	CLINTON	0.13	So, first and foremost, I will do everything I can to reach out to everybody.
1038	COOPER	0.26	Your time, Secretary Clinton.
1039	CLINTON	0.26	Democrats, Republicans, independents, people across our country.
1040	CLINTON	0.15	If you don't vote for me, I still want to be your president.
1041	COOPER	0.26	Your two minutes is up.
1042	CLINTON	0.1	I want to be the best president I can be for every American.
1043	COOPER	0.41	Secretary Clinton, your two minutes is up.
1044	COOPER	0.24	I want to follow up on something that Donald Trump actually said to you, a comment you made last month.
1045	COOPER	0.45	"You said that half of Donald Trump's supporters are, quote, ""deplorables, racist, sexist, homophobic, xenophobic, Islamophobic."""
1046	COOPER	0.41	You later said you regretted saying half.
1047	COOPER	0.35	"You didn't express regret for using the term ""deplorables."""
1048	COOPER	0.2	To Mr. Carter's question, how can you unite a country if you've written off tens of millions of Americans?
1049	CLINTON	0.3	Well, within hours I said that I was sorry about the way I talked about that, because my argument is not with his supporters.
1050	CLINTON	0.38	It's with him and with the hateful and divisive campaign that he has run, and the inciting of violence at his rallies, and the very brutal kinds of comments about not just women, but all Americans, all kinds of Americans.
1051	CLINTON	0.46	And what he has said about African-Americans and Latinos, about Muslims, about POWs, about immigrants, about people with disabilities, he's never apologized for.
1052	CLINTON	0.21	And so I do think that a lot of the tone and tenor that he has said -- I'm proud of the campaign that Bernie Sanders and I ran.
1053	CLINTON	0.29	We ran a campaign based on issues, not insults.
1054	CLINTON	0.46	And he is supporting me 100 percent.
1055	COOPER	0.14	Thank you.
1056	CLINTON	0.19	Because we talked about what we wanted to do.
1057	CLINTON	0.27	We might have had some differences, and we had a lot of debates...
1058	COOPER	0.17	Thank you, Secretary.
1059	TRUMP	0.21	... but we believed that we could make the country better.
1060	TRUMP	0.23	And I was proud of that.
1061	COOPER	0.09	I want to give you a minute to respond.
1062	TRUMP	0.24	We have a divided nation.
1063	TRUMP	0.24	We have a very divided nation.
1064	TRUMP	0.16	You look at Charlotte.
1065	TRUMP	0.2	You look at Baltimore.
1066	TRUMP	0.2	You look at the violence that's taking place in the inner cities, Chicago, you take a look at Washington, D.C.
1067	TRUMP	0.47	We have an increase in murder within our cities, the biggest in 45 years.
1068	TRUMP	0.1	We have a divided nation, because people like her -- and believe me, she has tremendous hate in her heart.
1069	TRUMP	0.2	And when she said deplorables, she meant it.
1070	TRUMP	0.23	And when she said irredeemable, they're irredeemable, you didn't mention that, but when she said they're irredeemable, to me that might have been even worse.
1071	COOPER	0.28	She said some of them are irredeemable.
1072	TRUMP	0.2	She's got tremendous -- she's got tremendous hatred.
1073	TRUMP	0.21	And this country cannot take another four years of Barack Obama, and that's what you're getting with her.
1074	COOPER	0.19	Mr. Trump, let me follow up with you.
1075	COOPER	0.42	In 2008, you wrote in one of your books that the most important characteristic of a good leader is discipline.
1076	COOPER	0.17	"You said, if a leader doesn't have it, quote, ""he or she won't be one for very long."""
1077	COOPER	0.62	In the days after the first debate, you sent out a series of tweets from 3 a.m. to 5 a.m., including one that told people to check out a sex tape.
1078	COOPER	0.65	Is that the discipline of a good leader?
1079	TRUMP	0.28	No, there wasn't check out a sex tape.
1080	TRUMP	0.26	It was just take a look at the person that she built up to be this wonderful Girl Scout who was no Girl Scout.
1081	COOPER	0.27	You mentioned sex tape.
1082	TRUMP	0.22	By the way, just so you understand, when she said 3 o'clock in the morning, take a look at Benghazi.
1083	TRUMP	0.42	She said who is going to answer the call at 3 o'clock in the morning?
1084	TRUMP	0.44	Guess what?
1085	TRUMP	0.45	She didn't answer it, because when Ambassador Stevens...
1086	COOPER	0.54	The question is, is that the discipline of a good leader?
1087	TRUMP	0.5	... 600 -- wait a minute, Anderson, 600 times.
1088	TRUMP	0.58	Well, she said she was awake at 3 o'clock in the morning, and she also sent a tweet out at 3 o'clock in the morning, but I won't even mention that.
1089	TRUMP	0.14	But she said she'll be awake.
1090	TRUMP	0.23	Who's going -- the famous thing, we're going to answer our call at 3 o'clock in the morning.
1091	TRUMP	0.31	Guess what happened?
1092	TRUMP	0.5	Ambassador Stevens -- Ambassador Stevens sent 600 requests for help.
1093	TRUMP	0.16	And the only one she talked to was Sidney Blumenthal, who's her friend and not a good guy, by the way.
1094	TRUMP	0.07	So, you know, she shouldn't be talking about that.
1095	TRUMP	0.17	Now, tweeting happens to be a modern day form of communication.
1096	TRUMP	0.09	I mean, you can like it or not like it.
1097	TRUMP	0.51	I have, between Facebook and Twitter, I have almost 25 million people.
1098	TRUMP	0.21	It's a very effective way of communication.
1099	TRUMP	0.16	So you can put it down, but it is a very effective form of communication.
1100	TRUMP	0.15	I'm not un-proud of it, to be honest with you.
1101	COOPER	0.33	Secretary Clinton, does Mr. Trump have the discipline to be a good leader?
1102	CLINTON	0.21	No.
1103	TRUMP	0.13	I'm shocked to hear that.
1104	SYSTEM	0.09	(LAUGHTER)
1105	CLINTON	0.2	Well, it's not only my opinion.
1106	CLINTON	0.34	It's the opinion of many others, national security experts, Republicans, former Republican members of Congress.
1107	CLINTON	0.8	But it's in part because those of us who have had the great privilege of seeing this job up close and know how difficult it is, and it's not just because I watched my husband take a $300 billion deficit and turn it into a $200 billion surplus, and 23 million new jobs were created, and incomes went up for everybody.
1108	CLINTON	0.17	Everybody.
1109	CLINTON	0.62	African-American incomes went up 33 percent.
1110	CLINTON	0.46	And it's not just because I worked with George W. Bush after 9/11, and I was very proud that when I told him what the city needed, what we needed to recover, he said you've got it, and he never wavered.
1111	CLINTON	0.24	He stuck with me.
1112	CLINTON	0.26	And I have worked and I admire President Obama.
1113	CLINTON	0.48	He inherited the worst financial crisis since the Great Depression.
1114	CLINTON	0.2	That was a terrible time for our country.
1115	COOPER	0.29	We have to move along.
1116	CLINTON	0.49	Nine million people lost their jobs.
1117	RADDATZ	0.69	Secretary Clinton, we have to...
1118	CLINTON	0.57	Five million homes were lost.
1119	RADDATZ	0.35	Secretary Clinton, we're moving.
1120	CLINTON	0.61	And $13 trillion in family wealth was wiped out.
1121	CLINTON	0.23	We are back on the right track.
1122	CLINTON	0.38	He would send us back into recession with his tax plans that benefit the wealthiest of Americans.
1123	RADDATZ	0.31	Secretary Clinton, we are moving to an audience question.
1124	RADDATZ	0.19	We're almost out of time.
1125	RADDATZ	0.16	We have another...
1126	TRUMP	0.42	We have the slowest growth since 1929.
1127	RADDATZ	0.17	We're moving to an audience question.
1128	TRUMP	0.39	It is -- our country has the slowest growth and jobs are a disaster.
1129	RADDATZ	0.22	Mr. Trump, Secretary Clinton, we want to get to the audience.
1130	RADDATZ	0.2	Thank you very much both of you.
1131	SYSTEM	0.15	(LAUGHTER)
1132	RADDATZ	0.16	We have another audience question.
1133	RADDATZ	0.26	Beth Miller has a question for both candidates.
1134	QUESTION	0.18	Good evening.
1135	QUESTION	0.27	Perhaps the most important aspect of this election is the Supreme Court justice.
1136	QUESTION	0.29	What would you prioritize as the most important aspect of selecting a Supreme Court justice?
1137	RADDATZ	0.31	We begin with your two minutes, Secretary Clinton.
1138	CLINTON	0.14	Thank you.
1139	CLINTON	0.15	Well, you're right.
1140	CLINTON	0.2	This is one of the most important issues in this election.
1141	CLINTON	0.2	I want to appoint Supreme Court justices who understand the way the world really works, who have real-life experience, who have not just been in a big law firm and maybe clerked for a judge and then gotten on the bench, but, you know, maybe they tried some more cases, they actually understand what people are up against.
1142	CLINTON	0.22	Because I think the current court has gone in the wrong direction.
1143	CLINTON	0.11	And so I would want to see the Supreme Court reverse Citizens United and get dark, unaccountable money out of our politics.
1144	CLINTON	0.21	Donald doesn't agree with that.
1145	CLINTON	0.25	I would like the Supreme Court to understand that voting rights are still a big problem in many parts of our country, that we don't always do everything we can to make it possible for people of color and older people and young people to be able to exercise their franchise.
1146	CLINTON	0.18	I want a Supreme Court that will stick with Roe v. Wade and a woman's right to choose, and I want a Supreme Court that will stick with marriage equality.
1147	CLINTON	0.24	Now, Donald has put forth the names of some people that he would consider.
1148	CLINTON	0.3	And among the ones that he has suggested are people who would reverse Roe v. Wade and reverse marriage equality.
1149	CLINTON	0.1	I think that would be a terrible mistake and would take us backwards.
1150	CLINTON	0.2	I want a Supreme Court that doesn't always side with corporate interests.
1151	CLINTON	0.1	I want a Supreme Court that understands because you're wealthy and you can give more money to something doesn't mean you have any more rights or should have any more rights than anybody else.
1152	CLINTON	0.09	So I have very clear views about what I want to see to kind of change the balance on the Supreme Court.
1153	CLINTON	0.56	And I regret deeply that the Senate has not done its job and they have not permitted a vote on the person that President Obama, a highly qualified person, they've not given him a vote to be able to be have the full complement of nine Supreme Court justices.
1154	CLINTON	0.13	I think that was a dereliction of duty.
1155	CLINTON	0.16	I hope that they will see their way to doing it, but if I am so fortunate enough as to be president, I will immediately move to make sure that we fill that, we have nine justices that get to work on behalf of our people.
1156	RADDATZ	0.25	Thank you, Secretary Clinton.
1157	RADDATZ	0.14	Thank you.
1158	RADDATZ	0.14	You're out of time.
1159	RADDATZ	0.22	Mr. Trump?
1160	TRUMP	0.27	Justice Scalia, great judge, died recently.
1161	TRUMP	0.36	And we have a vacancy.
1162	TRUMP	0.2	I am looking to appoint judges very much in the mold of Justice Scalia.
1163	TRUMP	0.41	I'm looking for judges -- and I've actually picked 20 of them so that people would see, highly respected, highly thought of, and actually very beautifully reviewed by just about everybody.
1164	TRUMP	0.25	But people that will respect the Constitution of the United States.
1165	TRUMP	0.06	And I think that this is so important.
1166	TRUMP	0.54	Also, the Second Amendment, which is totally under siege by people like Hillary Clinton.
1167	TRUMP	0.26	They'll respect the Second Amendment and what it stands for, what it represents.
1168	TRUMP	0.08	So important to me.
1169	TRUMP	0.15	Now, Hillary mentioned something about contributions just so you understand.
1170	TRUMP	0.55	So I will have in my race more than $100 million put in -- of my money, meaning I'm not taking all of this big money from all of these different corporations like she's doing.
1171	TRUMP	0.14	What I ask is this.
1172	TRUMP	0.7	So I'm putting in more than -- by the time it's finished, I'll have more than $100 million invested.
1173	TRUMP	0.43	Pretty much self-funding money.
1174	TRUMP	0.49	We're raising money for the Republican Party, and we're doing tremendously on the small donations, $61 average or so.
1175	TRUMP	0.54	I ask Hillary, why doesn't -- she made $250 million by being in office.
1176	TRUMP	0.22	She used the power of her office to make a lot of money.
1177	TRUMP	0.93	Why isn't she funding, not for $100 million, but why don't you put $10 million or $20 million or $25 million or $30 million into your own campaign?
1178	TRUMP	0.33	It's $30 million less for special interests that will tell you exactly what to do and it would really, I think, be a nice sign to the American public.
1179	TRUMP	0.38	Why aren't you putting some money in?
1180	TRUMP	0.23	You have a lot of it.
1181	TRUMP	0.25	You've made a lot of it because of the fact that you've been in office.
1182	TRUMP	0.41	Made a lot of it while you were secretary of state, actually.
1183	TRUMP	0.43	So why aren't you putting money into your own campaign?
1184	TRUMP	0.19	I'm just curious.
1185	CLINTON	0.15	Well...
1186	SYSTEM	0.16	(CROSSTALK)
1187	RADDATZ	0.16	Thank you very much.
1188	RADDATZ	0.16	We're going to get on to one more question.
1189	CLINTON	0.21	The question was about the Supreme Court.
1190	CLINTON	0.24	And I just want to quickly say, I respect the Second Amendment.
1191	CLINTON	0.16	But I believe there should be comprehensive background checks, and we should close the gun show loophole, and close the online loophole.
1192	COOPER	0.14	Thank you.
1193	RADDATZ	0.31	We have -- we have one more question, Mrs. Clinton.
1194	CLINTON	0.24	We have to save as many lives as we possibly can.
1195	COOPER	0.17	We have one more question from Ken Bone about energy policy.
1196	COOPER	0.23	Ken?
1197	QUESTION	0.42	What steps will your energy policy take to meet our energy needs, while at the same time remaining environmentally friendly and minimizing job loss for fossil power plant workers?
1198	COOPER	0.54	Mr. Trump, two minutes?
1199	TRUMP	0.18	Absolutely.
1200	TRUMP	0.29	I think it's such a great question, because energy is under siege by the Obama administration.
1201	TRUMP	0.31	Under absolutely siege.
1202	TRUMP	0.26	The EPA, Environmental Protection Agency, is killing these energy companies.
1203	TRUMP	0.28	And foreign companies are now coming in buying our -- buying so many of our different plants and then re-jiggering the plant so that they can take care of their oil.
1204	TRUMP	0.3	We are killing -- absolutely killing our energy business in this country.
1205	TRUMP	0.28	Now, I'm all for alternative forms of energy, including wind, including solar, et cetera.
1206	TRUMP	0.19	But we need much more than wind and solar.
1207	TRUMP	0.19	And you look at our miners.
1208	TRUMP	0.28	Hillary Clinton wants to put all the miners out of business.
1209	TRUMP	0.15	There is a thing called clean coal.
1210	TRUMP	0.49	Coal will last for 1,000 years in this country.
1211	TRUMP	0.25	Now we have natural gas and so many other things because of technology.
1212	TRUMP	0.5	We have unbelievable -- we have found over the last seven years, we have found tremendous wealth right under our feet.
1213	TRUMP	0.1	So good.
1214	TRUMP	0.54	Especially when you have $20 trillion in debt.
1215	TRUMP	0.18	I will bring our energy companies back.
